date,sp500_big_oi,sp500_big_noncomm_net,sp500_big_comm_net,sp500_big_cot_index_mm,sp500_emini_oi,sp500_emini_noncomm_net,sp500_emini_comm_net,sp500_emini_cot_index_mm,ndx_big_oi,ndx_big_noncomm_net,ndx_big_comm_net,ndx_big_cot_index_mm,ndx_mini_oi,ndx_mini_noncomm_net,ndx_mini_comm_net,ndx_mini_cot_index_mm
2001-10-30,533878.0,-16060.0,-36261.0,20201.0,157790.0,36029.0,-65270.0,101299.0,56911.0,7269.0,-13519.0,20788.0,103255.0,-1173.0,13358.0,-14531.0
2001-11-06,542107.0,-11642.0,-39256.0,27614.0,201405.0,19663.0,-100660.0,120323.0,61603.0,5217.0,-8480.0,13697.0,109272.0,-10011.0,5721.0,-15732.0
2001-11-13,553470.0,-8657.0,-39745.0,31088.0,225806.0,24603.0,-127462.0,152065.0,61844.0,5443.0,-10506.0,15949.0,115918.0,-6265.0,6727.0,-12992.0
2001-11-20,549596.0,-7608.0,-46038.0,38430.0,242846.0,22879.0,-136299.0,159178.0,62161.0,3701.0,-8404.0,12105.0,119344.0,-11031.0,5489.0,-16520.0
2001-11-27,562781.0,-8441.0,-50069.0,41628.0,246588.0,22957.0,-133824.0,156781.0,62821.0,6875.0,-11056.0,17931.0,119821.0,-13331.0,7755.0,-21086.0
2001-12-04,557172.0,-12198.0,-60604.0,48406.0,237889.0,21775.0,-123757.0,145532.0,65258.0,5738.0,-9235.0,14973.0,128219.0,-9877.0,1372.0,-11249.0
2001-12-11,565900.0,-9530.0,-62243.0,52713.0,237729.0,25152.0,-106358.0,131510.0,68999.0,5253.0,-5924.0,11177.0,142669.0,-6728.0,-15786.0,9058.0
2001-12-18,585370.0,-12820.0,-64973.0,52153.0,199634.0,35802.0,-61081.0,96883.0,84878.0,4134.0,-3157.0,7291.0,161983.0,-7914.0,-22031.0,14117.0
2001-12-21,599385.0,-14419.0,-58658.0,44239.0,209793.0,39446.0,-63833.0,103279.0,82857.0,2103.0,7774.0,-5671.0,174423.0,-10879.0,-63531.0,52652.0
2001-12-28,496439.0,-3114.0,-68729.0,65615.0,53715.0,-5482.0,-4065.0,-1417.0,47674.0,2960.0,-7696.0,10656.0,46849.0,-3056.0,-1215.0,-1841.0
2002-01-08,493175.0,-5014.0,-64541.0,59527.0,75322.0,-20226.0,10908.0,-31134.0,48986.0,3002.0,-6671.0,9673.0,62864.0,-2100.0,-4421.0,2321.0
2002-01-15,496498.0,-8657.0,-57019.0,48362.0,92599.0,15594.0,-46761.0,62355.0,50247.0,2343.0,-2791.0,5134.0,75237.0,-154.0,-20159.0,20005.0
2002-01-22,497436.0,-8828.0,-51200.0,42372.0,99650.0,4551.0,-41357.0,45908.0,51121.0,334.0,-3432.0,3766.0,88943.0,-6564.0,-3912.0,-2652.0
2002-01-29,503990.0,-9359.0,-56340.0,46981.0,99184.0,-2517.0,-23646.0,21129.0,50140.0,658.0,-2074.0,2732.0,95050.0,-13647.0,4961.0,-18608.0
2002-02-05,507417.0,-9845.0,-53986.0,44141.0,105369.0,11870.0,-30272.0,42142.0,51729.0,805.0,-3048.0,3853.0,95185.0,-10232.0,-215.0,-10017.0
2002-02-12,512235.0,-9236.0,-57592.0,48356.0,105947.0,5837.0,-12205.0,18042.0,51182.0,535.0,-2129.0,2664.0,85765.0,-7103.0,127.0,-7230.0
2002-02-19,519180.0,-6786.0,-60759.0,53973.0,123776.0,12929.0,-32454.0,45383.0,53349.0,-74.0,-1819.0,1745.0,92772.0,-9204.0,2111.0,-11315.0
2002-02-26,535883.0,-11096.0,-66000.0,54904.0,138395.0,31205.0,-39152.0,70357.0,54745.0,2401.0,-502.0,2903.0,100554.0,-9354.0,-9750.0,396.0
2002-03-05,550738.0,-16035.0,-84735.0,68700.0,150610.0,23761.0,-39016.0,62777.0,54222.0,1123.0,-1870.0,2993.0,103830.0,-10258.0,-7125.0,-3133.0
2002-03-12,607625.0,-17244.0,-87556.0,70312.0,175061.0,31261.0,-14140.0,45401.0,63308.0,4001.0,-5527.0,9528.0,135689.0,-14233.0,2068.0,-16301.0
2002-03-19,496108.0,-14640.0,-87556.0,72916.0,85815.0,-3406.0,24787.0,-28193.0,43058.0,2797.0,-8907.0,11704.0,56541.0,-3086.0,4318.0,-7404.0
2002-03-26,496523.0,-15187.0,-92515.0,77328.0,110806.0,18272.0,21311.0,-3039.0,45399.0,2109.0,-8605.0,10714.0,71248.0,-2521.0,5796.0,-8317.0
2002-04-02,496023.0,-13267.0,-93043.0,79776.0,132004.0,11760.0,32606.0,-20846.0,45077.0,2783.0,-5629.0,8412.0,78332.0,-3425.0,-8618.0,5193.0
2002-04-09,505813.0,-12585.0,-90974.0,78389.0,146862.0,24195.0,24389.0,-194.0,49036.0,2949.0,-6236.0,9185.0,87380.0,-2012.0,-6190.0,4178.0
2002-04-16,509566.0,-11438.0,-88667.0,77229.0,155251.0,46991.0,-491.0,47482.0,52845.0,1813.0,-3699.0,5512.0,101468.0,2361.0,-18820.0,21181.0
2002-04-23,518592.0,-9237.0,-87618.0,78381.0,161361.0,36763.0,2178.0,34585.0,51724.0,1051.0,-2079.0,3130.0,113459.0,3954.0,-22366.0,26320.0
2002-04-30,531373.0,-16049.0,-80737.0,64688.0,194103.0,61477.0,-17083.0,78560.0,56072.0,1774.0,-1342.0,3116.0,138349.0,20739.0,-50339.0,71078.0
2002-05-07,536007.0,-20299.0,-74782.0,54483.0,203403.0,48042.0,-8226.0,56268.0,60004.0,746.0,-814.0,1560.0,134586.0,11422.0,-41199.0,52621.0
2002-05-14,538248.0,-23496.0,-80952.0,57456.0,222358.0,43840.0,10035.0,33805.0,60991.0,462.0,5097.0,-4635.0,133447.0,-3499.0,-47758.0,44259.0
2002-05-21,542358.0,-30250.0,-75764.0,45514.0,238656.0,48718.0,8683.0,40035.0,72606.0,1259.0,6073.0,-4814.0,177430.0,-14915.0,-37217.0,22302.0
2002-05-28,559083.0,-34272.0,-80238.0,45966.0,252308.0,43715.0,33580.0,10135.0,70283.0,-392.0,4799.0,-5191.0,168169.0,-13349.0,-29921.0,16572.0
2002-06-04,561715.0,-38099.0,-70729.0,32630.0,246885.0,55896.0,-29964.0,85860.0,69173.0,483.0,8775.0,-8292.0,180706.0,2953.0,-75378.0,78331.0
2002-06-11,590410.0,-36626.0,-68267.0,31641.0,255618.0,66647.0,-38950.0,105597.0,69992.0,1701.0,9068.0,-7367.0,203675.0,-2766.0,-79202.0,76436.0
2002-06-18,650802.0,-42235.0,-50426.0,8191.0,308996.0,73016.0,-37051.0,110067.0,90647.0,2623.0,5647.0,-3024.0,218997.0,-2719.0,-62998.0,60279.0
2002-06-25,550722.0,-11027.0,-60561.0,49534.0,146731.0,13170.0,-13256.0,26426.0,52748.0,1509.0,-8688.0,10197.0,75439.0,13066.0,430.0,12636.0
2002-07-02,565281.0,-13887.0,-56250.0,42363.0,203411.0,17029.0,-56206.0,73235.0,57466.0,3715.0,-8902.0,12617.0,91051.0,13172.0,-8344.0,21516.0
2002-07-09,582242.0,-13772.0,-59843.0,46071.0,215071.0,14259.0,-55929.0,70188.0,55955.0,4193.0,-8365.0,12558.0,97429.0,9513.0,-10374.0,19887.0
2002-07-16,588820.0,-14904.0,-75219.0,60315.0,317910.0,37063.0,-718.0,37781.0,59018.0,4672.0,-6714.0,11386.0,131646.0,16736.0,-29482.0,46218.0
2002-07-23,613332.0,-27200.0,-65735.0,38535.0,366398.0,69889.0,389.0,69500.0,63355.0,4793.0,-6397.0,11190.0,162248.0,29974.0,-46847.0,76821.0
2002-07-30,625967.0,-34283.0,-52124.0,17841.0,359746.0,45550.0,10551.0,34999.0,64610.0,5258.0,-9180.0,14438.0,164163.0,16257.0,-19965.0,36222.0
2002-08-06,628866.0,-44838.0,-47289.0,2451.0,365486.0,65353.0,25710.0,39643.0,67336.0,6246.0,-9011.0,15257.0,173877.0,32619.0,-35222.0,67841.0
2002-08-13,621653.0,-40576.0,-47918.0,7342.0,341613.0,37011.0,33656.0,3355.0,68585.0,4187.0,-8051.0,12238.0,165148.0,16018.0,-9070.0,25088.0
2002-08-20,614879.0,-40447.0,-47456.0,7009.0,346486.0,35114.0,32725.0,2389.0,65870.0,4244.0,-7585.0,11829.0,172485.0,10295.0,-6779.0,17074.0
2002-08-27,615017.0,-37639.0,-43105.0,5466.0,337469.0,24700.0,7981.0,16719.0,69710.0,3164.0,-5280.0,8444.0,177679.0,9711.0,-12001.0,21712.0
2002-09-03,624815.0,-41358.0,-36774.0,-4584.0,350769.0,6429.0,53251.0,-46822.0,71792.0,3145.0,-6575.0,9720.0,176462.0,13316.0,-8346.0,21662.0
2002-09-10,631530.0,-37130.0,-44307.0,7177.0,342651.0,17806.0,52926.0,-35120.0,83249.0,1906.0,-5436.0,7342.0,180002.0,18930.0,-14871.0,33801.0
2002-09-17,711777.0,-38822.0,-27044.0,-11778.0,394416.0,-14184.0,61216.0,-75400.0,104034.0,2147.0,-3293.0,5440.0,216719.0,-15453.0,6933.0,-22386.0
2002-09-24,591721.0,-33341.0,-17385.0,-15956.0,199443.0,-34188.0,1437.0,-35625.0,70560.0,6234.0,-7976.0,14210.0,79712.0,-22801.0,5968.0,-28769.0
2002-10-01,590863.0,-32215.0,-16452.0,-15763.0,222951.0,-9924.0,-14929.0,5005.0,70801.0,4655.0,-6976.0,11631.0,90041.0,-22681.0,3818.0,-26499.0
2002-10-08,603347.0,-32411.0,-18065.0,-14346.0,291462.0,22056.0,-69835.0,91891.0,70066.0,5106.0,-10120.0,15226.0,101528.0,-25527.0,17555.0,-43082.0
2002-10-15,609848.0,-31103.0,-19690.0,-11413.0,317305.0,12746.0,-74024.0,86770.0,71643.0,7684.0,-5391.0,13075.0,114621.0,-34882.0,10192.0,-45074.0
2002-10-22,607590.0,-30908.0,-31052.0,144.0,299438.0,20299.0,-20138.0,40437.0,73061.0,3824.0,-5134.0,8958.0,113216.0,-30298.0,18115.0,-48413.0
2002-10-29,618494.0,-31161.0,-30992.0,-169.0,367151.0,4440.0,-35225.0,39665.0,74150.0,6259.0,-7424.0,13683.0,123188.0,-28393.0,17427.0,-45820.0
2002-11-05,621023.0,-28734.0,-33838.0,5104.0,397698.0,18195.0,-50946.0,69141.0,80363.0,6541.0,-6993.0,13534.0,150283.0,-17039.0,-4656.0,-12383.0
2002-11-12,622319.0,-31908.0,-38857.0,6949.0,391036.0,17351.0,-32370.0,49721.0,76403.0,6348.0,-10245.0,16593.0,143406.0,-2923.0,-5147.0,2224.0
2002-11-19,633070.0,-32136.0,-33602.0,1466.0,403474.0,1830.0,-29178.0,31008.0,76595.0,4476.0,-10228.0,14704.0,157573.0,-2050.0,2241.0,-4291.0
2002-11-26,646800.0,-32787.0,-41226.0,8439.0,443826.0,-13636.0,-45867.0,32231.0,77298.0,3949.0,-9194.0,13143.0,163046.0,3496.0,-3915.0,7411.0
2002-12-03,642970.0,-36542.0,-43066.0,6524.0,433625.0,-18573.0,-10773.0,-7800.0,75313.0,4388.0,-8268.0,12656.0,152015.0,10345.0,-13716.0,24061.0
2002-12-10,653958.0,-33858.0,-56752.0,22894.0,449877.0,-15051.0,14583.0,-29634.0,76922.0,1281.0,-7065.0,8346.0,147297.0,27893.0,-24137.0,52030.0
2002-12-17,712366.0,-40402.0,-63535.0,23133.0,497826.0,-89.0,110216.0,-110305.0,93210.0,-1728.0,-2384.0,656.0,198092.0,31367.0,-16831.0,48198.0
2002-12-23,578658.0,-21853.0,-58667.0,36814.0,166561.0,-10757.0,-28389.0,17632.0,59974.0,1240.0,-12384.0,13624.0,102573.0,9010.0,27800.0,-18790.0
2002-12-31,584326.0,-11929.0,-51814.0,39885.0,183575.0,-18217.0,-2775.0,-15442.0,61120.0,-1844.0,-12988.0,11144.0,118204.0,12996.0,40194.0,-27198.0
2003-01-07,589136.0,-15278.0,-43996.0,28718.0,238299.0,-21346.0,-37767.0,16421.0,68617.0,-1065.0,-10190.0,9125.0,126741.0,16284.0,23186.0,-6902.0
2003-01-14,590268.0,-9712.0,-42112.0,32400.0,283834.0,-9521.0,-72422.0,62901.0,69602.0,-5434.0,-7003.0,1569.0,145653.0,20561.0,26946.0,-6385.0
2003-01-21,595798.0,-11014.0,-41857.0,30843.0,283776.0,-36849.0,-23564.0,-13285.0,73519.0,-6473.0,-12615.0,6142.0,193993.0,24531.0,45422.0,-20891.0
2003-01-28,604590.0,-10590.0,-46577.0,35987.0,265233.0,-38270.0,20599.0,-58869.0,75494.0,-6872.0,-11366.0,4494.0,200047.0,37663.0,36552.0,1111.0
2003-02-04,605953.0,-6600.0,-51135.0,44535.0,307922.0,-75178.0,102953.0,-178131.0,77018.0,-6867.0,-10058.0,3191.0,217272.0,24581.0,51333.0,-26752.0
2003-02-11,615335.0,-5685.0,-59823.0,54138.0,364896.0,-80265.0,156466.0,-236731.0,82371.0,-6346.0,-14406.0,8060.0,241634.0,22747.0,77566.0,-54819.0
2003-02-18,624374.0,-6373.0,-58000.0,51627.0,356365.0,-55299.0,111471.0,-166770.0,79340.0,-4042.0,-12015.0,7973.0,235806.0,23351.0,48014.0,-24663.0
2003-02-25,628130.0,-8507.0,-58200.0,49693.0,374375.0,-66319.0,112746.0,-179065.0,79320.0,-4989.0,-12958.0,7969.0,214122.0,20601.0,51921.0,-31320.0
2003-03-04,646590.0,-19684.0,-46439.0,26755.0,408053.0,-110928.0,177760.0,-288688.0,81038.0,-3158.0,-13044.0,9886.0,205398.0,19053.0,51686.0,-32633.0
2003-03-11,670111.0,-21569.0,-45250.0,23681.0,439776.0,-72882.0,106204.0,-179086.0,87870.0,-5788.0,-12379.0,6591.0,236772.0,21166.0,56902.0,-35736.0
2003-03-18,733730.0,-24149.0,-7358.0,-16791.0,591879.0,-43357.0,-123724.0,80367.0,116106.0,-4721.0,-5425.0,704.0,386385.0,78063.0,-44216.0,122279.0
2003-03-25,617696.0,-29747.0,9523.0,-39270.0,443520.0,-5973.0,-236054.0,230081.0,69822.0,1800.0,7967.0,-6167.0,201673.0,49298.0,-123263.0,172561.0
2003-04-01,613620.0,-25291.0,8305.0,-33596.0,451132.0,-32728.0,-222875.0,190147.0,62818.0,-65.0,3600.0,-3665.0,176584.0,41868.0,-80330.0,122198.0
2003-04-08,609014.0,-26799.0,12632.0,-39431.0,505274.0,-53080.0,-230751.0,177671.0,69510.0,-1121.0,7546.0,-8667.0,194657.0,51574.0,-107787.0,159361.0
2003-04-15,627087.0,-25390.0,14636.0,-40026.0,565475.0,-50500.0,-271239.0,220739.0,71377.0,-791.0,7047.0,-7838.0,199709.0,50493.0,-102265.0,152758.0
2003-04-22,627716.0,-14378.0,7463.0,-21841.0,621666.0,-41719.0,-313397.0,271678.0,76321.0,2331.0,7116.0,-4785.0,204620.0,38268.0,-105762.0,144030.0
2003-04-29,638691.0,-8299.0,13465.0,-21764.0,690544.0,-72161.0,-337496.0,265335.0,76499.0,601.0,7940.0,-7339.0,202744.0,30637.0,-95734.0,126371.0
2003-05-06,633857.0,-11638.0,9974.0,-21612.0,690439.0,-90044.0,-277942.0,187898.0,80796.0,-583.0,8111.0,-8694.0,240541.0,24783.0,-94402.0,119185.0
2003-05-13,638012.0,-12879.0,9475.0,-22354.0,710034.0,-90009.0,-274048.0,184039.0,77029.0,-95.0,4493.0,-4588.0,244460.0,36684.0,-81379.0,118063.0
2003-05-20,652381.0,-13723.0,11669.0,-25392.0,771751.0,-124153.0,-235822.0,111669.0,73994.0,-1883.0,824.0,-2707.0,233195.0,36847.0,-52344.0,89191.0
2003-05-27,642803.0,-10064.0,11721.0,-21785.0,820774.0,-128074.0,-233307.0,105233.0,77721.0,1637.0,-492.0,2129.0,254366.0,60886.0,-76636.0,137522.0
2003-06-03,666261.0,-17984.0,15506.0,-33490.0,865872.0,-167267.0,-244968.0,77701.0,78178.0,-1330.0,-985.0,-345.0,244037.0,52153.0,-62074.0,114227.0
2003-06-10,718917.0,-15896.0,1943.0,-17839.0,912950.0,-176448.0,-272862.0,96414.0,82557.0,-4082.0,-2916.0,-1166.0,265753.0,62752.0,-60130.0,122882.0
2003-06-17,798781.0,-36458.0,18446.0,-54904.0,945203.0,-41393.0,-354835.0,313442.0,121430.0,-1571.0,-4597.0,3026.0,357430.0,66740.0,-63216.0,129956.0
2003-06-24,616545.0,-32079.0,-42144.0,10065.0,319068.0,11782.0,-51516.0,63298.0,73101.0,1190.0,-18645.0,19835.0,167504.0,41741.0,16640.0,25101.0
2003-07-01,615173.0,-37266.0,-37029.0,-237.0,349825.0,50910.0,-41100.0,92010.0,75308.0,1324.0,-19603.0,20927.0,224289.0,50286.0,18292.0,31994.0
2003-07-08,618682.0,-38823.0,-38667.0,-156.0,373731.0,47005.0,-31309.0,78314.0,77935.0,721.0,-17822.0,18543.0,237327.0,40370.0,32948.0,7422.0
2003-07-15,612263.0,-39624.0,-39013.0,-611.0,367699.0,13773.0,-4491.0,18264.0,78491.0,2202.0,-20687.0,22889.0,248211.0,32092.0,41857.0,-9765.0
2003-07-22,608547.0,-48500.0,-30925.0,-17575.0,415539.0,30120.0,6.0,30114.0,80548.0,-2840.0,-15637.0,12797.0,272918.0,42432.0,23677.0,18755.0
2003-07-29,604657.0,-42501.0,-39685.0,-2816.0,437300.0,-7786.0,56493.0,-64279.0,82705.0,957.0,-18838.0,19795.0,287156.0,31023.0,42882.0,-11859.0
2003-08-05,601254.0,-31665.0,-55355.0,23690.0,488634.0,-22402.0,61658.0,-84060.0,80022.0,5165.0,-19570.0,24735.0,287499.0,-1914.0,59261.0,-61175.0
2003-08-12,602759.0,-30428.0,-57353.0,26925.0,459342.0,-44912.0,88781.0,-133693.0,82666.0,2555.0,-18641.0,21196.0,300851.0,16681.0,49855.0,-33174.0
2003-08-19,611615.0,-24254.0,-50716.0,26462.0,492122.0,-25694.0,61192.0,-86886.0,85272.0,5694.0,-21167.0,26861.0,322918.0,11696.0,84734.0,-73038.0
2003-08-26,625006.0,-30848.0,-62609.0,31761.0,499097.0,-35203.0,103925.0,-139128.0,87998.0,4614.0,-21858.0,26472.0,337223.0,13960.0,63196.0,-49236.0
2003-09-02,632184.0,-28863.0,-64419.0,35556.0,517692.0,-46328.0,123713.0,-170041.0,86990.0,5770.0,-18377.0,24147.0,327357.0,562.0,59906.0,-59344.0
2003-09-09,645598.0,-27706.0,-67251.0,39545.0,544703.0,-62721.0,133299.0,-196020.0,100315.0,2274.0,-17692.0,19966.0,340661.0,4259.0,76063.0,-71804.0
2003-09-16,701494.0,-39739.0,-26236.0,-13503.0,717422.0,-101027.0,50043.0,-151070.0,120259.0,3627.0,-18864.0,22491.0,392694.0,5845.0,69174.0,-63329.0
2003-09-23,580785.0,-49039.0,-2462.0,-46577.0,368099.0,-18583.0,-94609.0,76026.0,69412.0,1935.0,-9917.0,11852.0,161457.0,28653.0,11207.0,17446.0
2003-09-30,585671.0,-46016.0,-1864.0,-44152.0,385940.0,-11276.0,-55163.0,43887.0,70368.0,-464.0,-9422.0,8958.0,188649.0,15914.0,34049.0,-18135.0
2003-10-07,580003.0,-37894.0,-12732.0,-25162.0,428958.0,-58326.0,-13104.0,-45222.0,71058.0,-886.0,-7608.0,6722.0,195942.0,18465.0,23716.0,-5251.0
2003-10-14,580751.0,-29195.0,-18327.0,-10868.0,476687.0,-90826.0,-11169.0,-79657.0,73249.0,-535.0,-7241.0,6706.0,205070.0,24254.0,12797.0,11457.0
2003-10-21,583239.0,-31283.0,-17070.0,-14213.0,489857.0,-101751.0,-9921.0,-91830.0,75864.0,-176.0,-6991.0,6815.0,220000.0,13226.0,23800.0,-10574.0
2003-10-28,581721.0,-40492.0,-20902.0,-19590.0,467792.0,-23354.0,-40473.0,17119.0,79298.0,-2706.0,-10104.0,7398.0,245299.0,40532.0,17739.0,22793.0
2003-11-04,584711.0,-35566.0,-24057.0,-11509.0,476199.0,-44143.0,-28376.0,-15767.0,81083.0,-295.0,-14134.0,13839.0,248314.0,41537.0,24968.0,16569.0
2003-11-11,580844.0,-36529.0,-25294.0,-11235.0,439859.0,-34195.0,-8639.0,-25556.0,85781.0,-2170.0,-13312.0,11142.0,267602.0,48137.0,26489.0,21648.0
2003-11-18,594451.0,-47246.0,-20549.0,-26697.0,475177.0,-18347.0,-14797.0,-3550.0,89229.0,-7597.0,-14081.0,6484.0,308339.0,62440.0,40932.0,21508.0
2003-11-25,601168.0,-45410.0,-19678.0,-25732.0,491088.0,-47045.0,3402.0,-50447.0,86824.0,-6614.0,-12953.0,6339.0,293742.0,73047.0,22371.0,50676.0
2003-12-02,606717.0,-49320.0,-19692.0,-29628.0,542506.0,-60312.0,14366.0,-74678.0,80154.0,818.0,-12983.0,13801.0,254708.0,42275.0,20386.0,21889.0
2003-12-09,627725.0,-48717.0,-23977.0,-24740.0,596723.0,-71623.0,5621.0,-77244.0,88310.0,-3783.0,-11831.0,8048.0,283735.0,35662.0,36899.0,-1237.0
2003-12-16,699374.0,-46676.0,-12567.0,-34109.0,711954.0,-72456.0,-31043.0,-41413.0,115565.0,-1669.0,-11810.0,10141.0,338153.0,14294.0,44643.0,-30349.0
2003-12-22,603392.0,-60767.0,-5174.0,-55593.0,337557.0,2454.0,-84220.0,86674.0,68084.0,-2499.0,3825.0,-6324.0,136152.0,-6349.0,-1763.0,-4586.0
2003-12-30,602336.0,-53390.0,-4358.0,-49032.0,368060.0,-9688.0,-80664.0,70976.0,71583.0,-259.0,4845.0,-5104.0,158532.0,-3054.0,-21525.0,18471.0
2004-01-06,605105.0,-54318.0,-5008.0,-49310.0,415010.0,-22148.0,-65376.0,43228.0,75955.0,4785.0,5091.0,-306.0,184204.0,-2657.0,-41933.0,39276.0
2004-01-13,613926.0,-52683.0,-5803.0,-46880.0,497785.0,-61543.0,-66987.0,5444.0,73088.0,-448.0,3282.0,-3730.0,192028.0,31626.0,-40857.0,72483.0
2004-01-20,624231.0,-55526.0,14509.0,-70035.0,542414.0,-56819.0,-73255.0,16436.0,73362.0,-1190.0,3381.0,-4571.0,201868.0,38436.0,-47321.0,85757.0
2004-01-27,616057.0,-61420.0,6159.0,-67579.0,562460.0,-50477.0,-43452.0,-7025.0,75792.0,-2175.0,2753.0,-4928.0,229191.0,47078.0,-55735.0,102813.0
2004-02-03,610710.0,-56863.0,-2676.0,-54187.0,550820.0,-12294.0,-65523.0,53229.0,72918.0,2663.0,2159.0,504.0,250794.0,28040.0,-57229.0,85269.0
2004-02-10,612821.0,-61307.0,-1827.0,-59480.0,545037.0,6977.0,-59029.0,66006.0,73920.0,-855.0,3967.0,-4822.0,260859.0,17212.0,-49514.0,66726.0
2004-02-17,616245.0,-58176.0,870.0,-59046.0,589336.0,-4233.0,-75390.0,71157.0,75248.0,-3011.0,5719.0,-8730.0,257206.0,26067.0,-55264.0,81331.0
2004-02-24,618378.0,-57376.0,988.0,-58364.0,600774.0,460.0,-66830.0,67290.0,76524.0,-11892.0,6814.0,-18706.0,242518.0,31089.0,-21575.0,52664.0
2004-03-02,618866.0,-57244.0,-7004.0,-50240.0,619596.0,-1632.0,-50307.0,48675.0,79588.0,-13377.0,8900.0,-22277.0,250123.0,25976.0,-19802.0,45778.0
2004-03-09,640138.0,-52787.0,-14843.0,-37944.0,732001.0,-5020.0,-53645.0,48625.0,90582.0,-18749.0,11286.0,-30035.0,297222.0,18789.0,4032.0,14757.0
2004-03-16,687605.0,-49161.0,5130.0,-54291.0,883625.0,5987.0,-101432.0,107419.0,115248.0,-22912.0,13386.0,-36298.0,358382.0,9698.0,28391.0,-18693.0
2004-03-23,584999.0,-28429.0,-17276.0,-11153.0,476180.0,-46386.0,-26283.0,-20103.0,77776.0,-14994.0,17997.0,-32991.0,169660.0,-7704.0,-8152.0,448.0
2004-03-30,583803.0,-35538.0,-12637.0,-22901.0,466090.0,-23639.0,-40305.0,16666.0,76895.0,-13434.0,21057.0,-34491.0,173040.0,-2104.0,-25952.0,23848.0
2004-04-06,588628.0,-40046.0,-10042.0,-30004.0,499796.0,-44544.0,-57958.0,13414.0,79527.0,-7350.0,20100.0,-27450.0,230832.0,23314.0,-77983.0,101297.0
2004-04-12,596799.0,-39667.0,-7083.0,-32584.0,518263.0,-40925.0,-79274.0,38349.0,80688.0,-7263.0,19712.0,-26975.0,242554.0,40806.0,-96251.0,137057.0
2004-04-20,598493.0,-31990.0,-11727.0,-20263.0,570449.0,-38092.0,-79570.0,41478.0,81526.0,-7995.0,18888.0,-26883.0,265463.0,31896.0,-87496.0,119392.0
2004-04-27,594891.0,-33923.0,-9317.0,-24606.0,567817.0,-26991.0,-79184.0,52193.0,82255.0,-8909.0,20248.0,-29157.0,286484.0,48416.0,-106075.0,154491.0
2004-05-04,587114.0,-37700.0,-19211.0,-18489.0,552354.0,9040.0,-53941.0,62981.0,80488.0,-7205.0,21722.0,-28927.0,292892.0,628.0,-79145.0,79773.0
2004-05-11,590696.0,-38240.0,-20307.0,-17933.0,615722.0,-22600.0,15809.0,-38409.0,80481.0,-8914.0,20270.0,-29184.0,285851.0,-19029.0,-37218.0,18189.0
2004-05-18,584830.0,-36144.0,-28906.0,-7238.0,580649.0,-8274.0,33327.0,-41601.0,80010.0,-11756.0,20848.0,-32604.0,314168.0,-18938.0,-23665.0,4727.0
2004-05-25,589141.0,-36975.0,-20051.0,-16924.0,582413.0,-8072.0,17316.0,-25388.0,82547.0,-11792.0,22261.0,-34053.0,323793.0,23461.0,-68193.0,91654.0
2004-06-01,593986.0,-42501.0,-15016.0,-27485.0,564625.0,-21867.0,591.0,-22458.0,81922.0,-4890.0,25160.0,-30050.0,316571.0,-23755.0,-65275.0,41520.0
2004-06-08,611277.0,-40642.0,-24937.0,-15705.0,669469.0,-13487.0,-42055.0,28568.0,89720.0,-3691.0,23569.0,-27260.0,332637.0,12302.0,-96195.0,108497.0
2004-06-15,650979.0,-38967.0,-15292.0,-23675.0,843751.0,12167.0,-81679.0,93846.0,112659.0,-4115.0,24201.0,-28316.0,381985.0,18323.0,-109932.0,128255.0
2004-06-22,578155.0,-27431.0,-7620.0,-19811.0,563835.0,32629.0,-217684.0,250313.0,66210.0,-2345.0,2984.0,-5329.0,134411.0,22918.0,-18195.0,41113.0
2004-06-29,580167.0,-27365.0,-8078.0,-19287.0,590422.0,30350.0,-219062.0,249412.0,66997.0,583.0,3884.0,-3301.0,176772.0,35860.0,-48706.0,84566.0
2004-07-06,580210.0,-28101.0,-13574.0,-14527.0,584344.0,-24613.0,-136141.0,111528.0,67827.0,2280.0,4902.0,-2622.0,193059.0,-401.0,-37147.0,36746.0
2004-07-13,586287.0,-28445.0,-9703.0,-18742.0,563397.0,-5836.0,-161875.0,156039.0,67887.0,192.0,7204.0,-7012.0,198260.0,-10764.0,-25468.0,14704.0
2004-07-20,589959.0,-28944.0,-14189.0,-14755.0,599491.0,-31394.0,-118268.0,86874.0,69126.0,-4716.0,7094.0,-11810.0,208323.0,-1218.0,-10144.0,8926.0
2004-07-27,590945.0,-19143.0,-25560.0,6417.0,632008.0,-25419.0,-91862.0,66443.0,73072.0,-7132.0,7107.0,-14239.0,233013.0,-19322.0,23396.0,-42718.0
2004-08-03,587289.0,-21867.0,-17810.0,-4057.0,637529.0,-37705.0,-88683.0,50978.0,67434.0,-1002.0,5908.0,-6910.0,223651.0,-68035.0,40256.0,-108291.0
2004-08-10,593772.0,-19634.0,-22158.0,2524.0,666046.0,-19193.0,-71508.0,52315.0,68982.0,-4840.0,5617.0,-10457.0,237002.0,-43216.0,27539.0,-70755.0
2004-08-17,599539.0,-23121.0,-17637.0,-5484.0,705105.0,-47271.0,-53307.0,6036.0,71702.0,-7112.0,3208.0,-10320.0,274011.0,-49327.0,50798.0,-100125.0
