date,total_pc,index_pc,etp_pc,equity_pc,call_volume,put_volume
2020-03-23,1.09,1.66,1.07,0.62,2799891.0,3038055.0
2020-03-24,0.88,1.07,1.02,0.63,3194702.0,2824119.0
2020-03-25,0.95,1.06,1.25,0.65,3102706.0,2949215.0
2020-03-26,0.97,1.32,1.31,0.58,2780604.0,2703289.0
2020-03-27,1.07,1.36,1.29,0.7,2594627.0,2771738.0
2020-03-30,1.07,1.35,1.21,0.68,2219519.0,2383060.0
2020-03-31,1.14,1.32,1.35,0.7,2324304.0,2647356.0
2020-04-01,1.19,1.49,1.31,0.86,2273980.0,2707125.0
2020-04-02,1.21,1.57,1.51,0.82,2016964.0,2440960.0
2020-04-03,1.08,1.39,1.13,0.83,2570971.0,2787754.0
2020-04-06,0.97,1.23,1.07,0.69,2839558.0,2752265.0
2020-04-07,0.95,1.22,1.16,0.65,2863150.0,2729147.0
2020-04-08,1.0,1.31,1.16,0.65,2413012.0,2405331.0
2020-04-09,0.98,1.19,1.22,0.65,3242059.0,3181499.0
2020-04-10,,,,,,
2020-04-13,0.91,1.19,1.02,0.65,2222994.0,2031334.0
2020-04-14,0.99,1.48,1.15,0.58,2765161.0,2740867.0
2020-04-15,0.99,1.13,1.38,0.7,2576475.0,2550706.0
2020-04-16,0.91,1.41,1.25,0.59,2538955.0,2300118.0
2020-04-17,0.92,1.23,1.22,0.6,2943229.0,2695903.0
2020-04-20,0.93,1.55,1.07,0.55,2412160.0,2239970.0
2020-04-21,1.09,1.35,1.45,0.69,2180391.0,2366437.0
2020-04-22,0.91,1.36,1.06,0.66,2199947.0,1994791.0
2020-04-23,0.87,1.33,1.13,0.59,2359829.0,2052960.0
2020-04-24,1.02,1.61,1.35,0.6,2419487.0,2473973.0
2020-04-27,1.05,1.74,1.36,0.58,2317304.0,2431116.0
2020-04-28,0.96,1.65,1.31,0.56,2142987.0,2060110.0
2020-04-29,1.02,1.62,1.54,0.53,2925326.0,2997589.0
2020-04-30,0.96,1.41,1.24,0.68,2566714.0,2476718.0
2020-05-01,1.18,1.67,1.41,0.83,2648181.0,3115328.0
2020-05-04,0.97,1.24,1.26,0.69,2047026.0,1978318.0
2020-05-05,0.89,1.6,1.05,0.59,2233992.0,1992764.0
2020-05-06,0.85,1.32,1.0,0.59,2180231.0,1844203.0
2020-05-07,0.83,1.16,1.14,0.59,2416761.0,1995387.0
2020-05-08,0.86,1.45,1.18,0.53,2879914.0,2484385.0
2020-05-11,0.86,1.37,1.12,0.5,2431545.0,2081833.0
2020-05-12,0.88,1.4,1.17,0.6,2651184.0,2327416.0
2020-05-13,1.17,1.58,1.61,0.72,3142430.0,3674455.0
2020-05-14,0.96,1.27,1.25,0.64,2720021.0,2599728.0
2020-05-15,0.8,0.9,1.15,0.57,3273088.0,2627348.0
2020-05-18,0.72,1.1,0.94,0.47,3376638.0,2423439.0
2020-05-19,0.72,1.1,1.0,0.46,2771571.0,1982605.0
2020-05-20,0.81,1.29,1.19,0.49,2775599.0,2257987.0
2020-05-21,0.84,1.5,1.1,0.55,2185404.0,1844183.0
2020-05-22,0.82,1.32,1.1,0.57,2450940.0,2020977.0
2020-05-25,,,,,,
2020-05-26,0.81,1.16,1.26,0.5,3013256.0,2430376.0
2020-05-27,0.86,1.33,1.34,0.51,2980203.0,2550779.0
2020-05-28,0.85,1.13,1.34,0.54,2729604.0,2331564.0
2020-05-29,0.92,1.41,1.2,0.58,2806628.0,2573539.0
2020-06-01,0.83,1.34,1.49,0.46,2194623.0,1826340.0
2020-06-02,0.79,1.36,1.18,0.47,2535805.0,2010139.0
2020-06-03,0.69,1.07,1.04,0.4,3937166.0,2722484.0
2020-06-04,0.74,1.76,1.25,0.43,3270342.0,2425062.0
2020-06-05,0.65,1.16,0.85,0.41,5351126.0,3488365.0
2020-06-08,0.6,1.16,0.89,0.37,4071529.0,2440592.0
2020-06-09,0.7,1.8,0.9,0.4,3235650.0,2255356.0
2020-06-10,0.7,1.33,0.91,0.45,3506543.0,2440869.0
2020-06-11,1.01,1.34,1.22,0.7,4299681.0,4321819.0
2020-06-12,0.98,1.08,1.35,0.71,4029034.0,3953756.0
2020-06-15,0.88,1.22,1.16,0.51,3022527.0,2649655.0
2020-06-16,0.76,1.21,1.0,0.45,2916430.0,2225758.0
2020-06-17,0.77,1.2,0.86,0.51,2681707.0,2071897.0
2020-06-18,0.87,1.73,1.23,0.5,2178916.0,1903812.0
2020-06-19,0.91,1.8,1.2,0.57,3364095.0,3062596.0
2020-06-22,0.79,1.53,0.94,0.47,2583610.0,2037579.0
2020-06-23,0.77,1.54,1.29,0.45,2214756.0,1715844.0
2020-06-24,0.99,1.38,1.41,0.62,2662020.0,2642950.0
2020-06-25,0.89,1.79,1.15,0.54,2175340.0,1940678.0
2020-06-26,1.07,1.56,1.25,0.74,2597073.0,2780114.0
2020-06-29,0.97,1.86,1.12,0.55,2120100.0,2047666.0
2020-06-30,0.88,1.28,1.06,0.52,2667332.0,2346933.0
2020-07-01,0.83,1.7,0.9,0.46,2290121.0,1911664.0
2020-07-02,0.87,1.59,1.0,0.51,2598275.0,2259939.0
2020-07-03,,,,,,
2020-07-06,0.73,1.22,1.18,0.42,2561797.0,1864316.0
2020-07-07,0.83,1.87,1.13,0.45,2106563.0,1743706.0
2020-07-08,0.76,1.62,1.08,0.4,2430024.0,1856055.0
2020-07-09,0.77,1.4,1.24,0.44,2537165.0,1961890.0
2020-07-10,0.83,1.64,1.13,0.46,2701755.0,2242426.0
2020-07-13,0.77,1.52,0.91,0.41,3387726.0,2606417.0
2020-07-14,0.85,1.46,1.66,0.43,2490189.0,2110539.0
2020-07-15,0.63,1.09,0.82,0.38,3198446.0,1999551.0
2020-07-16,0.72,1.43,0.84,0.47,2476413.0,1792194.0
2020-07-17,0.74,1.34,0.92,0.46,3210165.0,2362729.0
2020-07-20,0.77,1.49,0.96,0.45,2750933.0,2130290.0
2020-07-21,0.71,1.39,0.79,0.39,2844467.0,2012526.0
2020-07-22,0.75,1.45,0.79,0.49,2445540.0,1834161.0
2020-07-23,0.78,1.66,0.85,0.53,2797917.0,2176436.0
2020-07-24,0.91,1.58,1.16,0.6,2656555.0,2409960.0
2020-07-27,0.63,1.16,0.69,0.44,2462841.0,1559718.0
2020-07-28,0.83,1.71,1.16,0.5,1977263.0,1639387.0
2020-07-29,0.73,1.32,0.84,0.51,2358115.0,1718235.0
2020-07-30,0.77,1.27,0.92,0.55,2381627.0,1823299.0
2020-07-31,0.82,1.53,0.98,0.54,3047295.0,2507065.0
2020-08-03,0.67,1.16,0.88,0.44,2933059.0,1963340.0
2020-08-04,0.74,1.24,1.41,0.42,2703894.0,1998381.0
2020-08-05,0.67,1.09,0.94,0.41,3193130.0,2136082.0
2020-08-06,0.61,1.25,0.75,0.42,3062290.0,1870337.0
2020-08-07,0.73,1.24,0.85,0.51,3355684.0,2447169.0
2020-08-10,0.67,1.51,0.76,0.41,2894087.0,1925553.0
2020-08-11,0.7,1.42,0.84,0.45,3150113.0,2208562.0
2020-08-12,0.77,1.44,0.95,0.47,2542341.0,1968805.0
2020-08-13,0.68,1.51,0.68,0.46,2518227.0,1715809.0
2020-08-14,0.78,1.33,0.89,0.54,2589881.0,2014333.0
2020-08-17,0.76,1.56,0.81,0.49,2352490.0,1781917.0
2020-08-18,0.71,1.11,0.89,0.46,2497240.0,1761837.0
2020-08-19,0.76,1.23,1.16,0.43,2755479.0,2082879.0
2020-08-20,0.75,1.26,1.09,0.46,2560101.0,1917493.0
2020-08-21,0.69,1.23,0.97,0.45,3065502.0,2124620.0
2020-08-24,0.74,1.52,0.97,0.42,2550688.0,1884684.0
2020-08-25,0.62,1.4,0.58,0.42,2481394.0,1538498.0
2020-08-26,0.65,1.0,0.83,0.39,3106973.0,2010524.0
2020-08-27,0.62,0.96,0.88,0.38,3102153.0,1934244.0
2020-08-28,0.71,1.38,0.68,0.42,2920908.0,2069838.0
2020-08-31,0.78,1.53,0.99,0.45,2693307.0,2097005.0
2020-09-01,0.62,0.99,0.98,0.4,2783566.0,1722490.0
2020-09-02,0.74,1.2,1.19,0.4,3409745.0,2531721.0
2020-09-03,0.95,1.02,1.68,0.58,3638596.0,3455586.0
2020-09-04,1.03,1.38,1.35,0.67,3418879.0,3520101.0
2020-09-07,,,,,,
2020-09-08,0.88,1.36,1.04,0.57,2782953.0,2456078.0
2020-09-09,0.86,1.23,1.05,0.62,2592268.0,2238260.0
2020-09-10,0.81,1.13,1.13,0.54,2494347.0,2031181.0
2020-09-11,1.0,1.46,1.35,0.67,2793313.0,2805700.0
2020-09-14,0.83,1.58,0.95,0.49,2523444.0,2083304.0
2020-09-15,0.69,1.08,0.91,0.46,2501021.0,1723260.0
2020-09-16,0.81,1.4,1.05,0.51,2670333.0,2155753.0
2020-09-17,0.96,1.7,1.17,0.58,2522410.0,2411100.0
2020-09-18,0.94,1.56,1.21,0.63,3102839.0,2910434.0
2020-09-21,0.94,1.68,1.25,0.49,2775177.0,2616183.0
2020-09-22,0.87,1.82,1.0,0.54,2044119.0,1769918.0
2020-09-23,0.89,1.36,1.27,0.51,2714294.0,2417817.0
2020-09-24,1.0,1.67,1.26,0.63,2149790.0,2150519.0
2020-09-25,0.88,1.53,0.89,0.56,2497183.0,2202347.0
2020-09-28,0.77,1.5,0.87,0.45,2165028.0,1675779.0
2020-09-29,0.8,1.45,1.04,0.49,1877697.0,1493245.0
2020-09-30,0.83,1.29,1.14,0.45,2650280.0,2186739.0
2020-10-01,0.78,1.33,1.04,0.5,2422910.0,1900731.0
2020-10-02,0.9,1.61,1.07,0.54,2542676.0,2285803.0
2020-10-05,0.79,1.37,0.88,0.49,2344289.0,1841579.0
2020-10-06,0.84,1.57,1.14,0.46,2572789.0,2170085.0
2020-10-07,0.76,1.48,0.89,0.42,2319575.0,1770101.0
2020-10-08,0.8,2.19,1.02,0.39,2428558.0,1936445.0
2020-10-09,0.85,1.71,0.86,0.44,3154857.0,2695728.0
2020-10-12,0.66,1.05,0.86,0.41,3236278.0,2126123.0
2020-10-13,0.75,2.03,0.99,0.39,2469013.0,1859807.0
2020-10-14,0.71,1.11,1.03,0.47,2792313.0,1993834.0
2020-10-15,0.75,1.29,0.93,0.46,2750656.0,2072612.0
2020-10-16,0.85,2.0,1.01,0.45,3118925.0,2655494.0
2020-10-19,0.78,1.41,1.18,0.43,2714875.0,2127713.0
2020-10-20,0.82,1.53,0.87,0.52,2250402.0,1842700.0
2020-10-21,0.87,1.62,1.19,0.5,2367120.0,2059643.0
2020-10-22,0.8,1.67,1.17,0.48,2344623.0,1872323.0
2020-10-23,0.84,1.87,0.92,0.53,2382637.0,1998342.0
2020-10-26,1.11,1.79,1.31,0.59,2518657.0,2789755.0
2020-10-27,0.8,1.41,1.04,0.48,2028294.0,1613654.0
2020-10-28,1.11,1.48,1.53,0.65,2977205.0,3305980.0
2020-10-29,0.9,1.49,1.26,0.52,2682818.0,2423433.0
2020-10-30,1.03,1.16,1.39,0.77,3235673.0,3343702.0
2020-11-02,0.98,1.56,1.08,0.62,2359445.0,2321860.0
2020-11-03,1.03,1.52,1.72,0.45,2501450.0,2584992.0
2020-11-04,0.98,1.58,1.22,0.45,3042313.0,2971591.0
2020-11-05,0.8,1.57,0.96,0.44,3056481.0,2457017.0
2020-11-06,0.85,2.0,1.0,0.41,3137694.0,2676367.0
2020-11-09,0.74,1.36,0.99,0.37,4519381.0,3340961.0
2020-11-10,0.85,1.64,1.0,0.52,2921745.0,2472802.0
2020-11-11,1.02,1.61,2.0,0.46,2479689.0,2519271.0
2020-11-12,0.93,1.8,1.34,0.52,2615776.0,2439980.0
2020-11-13,0.81,1.4,1.05,0.5,3156163.0,2544295.0
2020-11-16,0.73,1.44,0.92,0.43,3414869.0,2492127.0
2020-11-17,0.87,1.38,1.32,0.49,2886262.0,2496881.0
2020-11-18,0.73,1.25,1.1,0.42,3350563.0,2442548.0
2020-11-19,0.76,1.14,1.36,0.46,3072196.0,2323890.0
2020-11-20,0.71,1.61,0.97,0.4,3422182.0,2415066.0
2020-11-23,0.65,1.38,1.0,0.42,3607193.0,2327469.0
2020-11-24,0.64,1.43,0.93,0.38,3771784.0,2415092.0
2020-11-25,0.72,1.81,0.97,0.4,2850493.0,2039090.0
2020-11-26,,,,,,
2020-11-27,0.74,2.06,0.84,0.41,2220989.0,1632600.0
2020-11-30,0.8,1.61,1.46,0.43,3200247.0,2554065.0
2020-12-01,0.65,1.14,1.0,0.37,3462114.0,2239004.0
2020-12-02,0.68,1.34,0.91,0.41,3160501.0,2144152.0
2020-12-03,0.65,1.38,1.09,0.35,3113516.0,2019415.0
2020-12-04,0.68,1.57,0.89,0.39,3557377.0,2416036.0
2020-12-07,0.65,1.41,0.94,0.37,3076974.0,2004513.0
2020-12-08,0.65,1.35,1.0,0.38,2822794.0,1848479.0
2020-12-09,0.84,1.48,1.32,0.42,3387087.0,2836861.0
2020-12-10,0.7,1.15,1.21,0.4,2662262.0,1875650.0
2020-12-11,0.97,1.67,1.4,0.5,3124687.0,3023481.0
2020-12-14,0.81,1.59,0.89,0.42,3122380.0,2528790.0
2020-12-15,0.91,1.78,1.28,0.43,2908909.0,2651088.0
2020-12-16,0.77,1.68,0.89,0.42,2762084.0,2128762.0
2020-12-17,0.69,1.46,0.96,0.37,2986293.0,2070989.0
2020-12-18,0.75,1.46,0.94,0.46,3644829.0,2727372.0
2020-12-21,0.76,1.04,1.22,0.47,3329987.0,2530669.0
2020-12-22,0.6,1.2,1.06,0.37,2819159.0,1688098.0
2020-12-23,0.78,1.71,0.99,0.41,2726210.0,2124096.0
2020-12-24,0.8,1.42,1.19,0.54,1671871.0,1344077.0
2020-12-25,,,,,,
2020-12-28,0.72,1.18,1.16,0.44,2765205.0,1978975.0
2020-12-29,0.78,1.43,1.27,0.45,2519060.0,1969834.0
2020-12-30,0.81,1.53,1.27,0.47,2345514.0,1902066.0
2020-12-31,0.86,1.28,1.01,0.56,3109073.0,2665133.0
2021-01-01,,,,,,
2021-01-04,0.86,1.43,1.05,0.47,3682096.0,3182654.0
2021-01-05,0.73,1.16,0.86,0.45,3206371.0,2343556.0
2021-01-06,0.78,1.48,0.97,0.39,4374985.0,3414197.0
2021-01-07,0.68,1.14,1.17,0.38,3510380.0,2375903.0
2021-01-08,0.73,1.44,0.78,0.44,4194651.0,3069743.0
2021-01-11,0.79,1.73,1.01,0.41,3300290.0,2605917.0
2021-01-12,0.69,1.43,1.22,0.34,3390635.0,2349917.0
2021-01-13,0.85,1.35,1.65,0.34,3717820.0,3145358.0
2021-01-14,0.66,1.4,0.83,0.36,4227871.0,2786403.0
2021-01-15,0.8,1.47,1.21,0.45,4416093.0,3552629.0
2021-01-18,,,,,,
2021-01-19,0.69,1.22,1.23,0.37,3757762.0,2579153.0
2021-01-20,0.71,1.21,0.99,0.4,3962292.0,2821203.0
2021-01-21,0.74,1.74,1.41,0.4,3363699.0,2500491.0
2021-01-22,0.63,1.37,0.98,0.4,3870675.0,2446151.0
2021-01-25,0.72,1.63,1.27,0.38,4215516.0,3051553.0
2021-01-26,0.71,1.81,1.18,0.4,3112421.0,2221363.0
2021-01-27,0.73,1.15,1.27,0.4,5102011.0,3723903.0
2021-01-28,0.75,1.28,1.0,0.4,4222565.0,3151752.0
2021-01-29,0.93,1.33,1.22,0.58,4207511.0,3911309.0
2021-02-01,0.77,1.46,0.94,0.42,3862844.0,2973781.0
2021-02-02,0.78,1.84,0.94,0.4,3562583.0,2768004.0
2021-02-03,0.85,1.5,1.73,0.43,3258887.0,2773476.0
2021-02-04,0.73,1.32,1.31,0.41,3391815.0,2487260.0
2021-02-05,0.75,1.54,1.07,0.42,3697438.0,2782080.0
2021-02-08,0.69,1.3,1.04,0.39,3560677.0,2459423.0
2021-02-09,0.67,1.36,1.19,0.36,3591324.0,2398216.0
2021-02-10,0.75,1.52,1.13,0.37,3574883.0,2698616.0
2021-02-11,0.74,1.82,1.08,0.38,3690726.0,2733375.0
2021-02-12,0.82,1.6,1.11,0.45,4005090.0,3275628.0
2021-02-15,,,,,,
2021-02-16,0.77,1.65,0.84,0.42,4089463.0,3168996.0
2021-02-17,0.71,1.28,0.92,0.39,3852365.0,2745524.0
2021-02-18,0.82,1.39,1.12,0.51,3230663.0,2655588.0
2021-02-19,0.75,1.57,0.96,0.43,4296571.0,3202063.0
2021-02-22,0.66,1.32,0.82,0.43,3882303.0,2560016.0
2021-02-23,0.76,1.28,1.15,0.44,3637677.0,2760344.0
2021-02-24,0.7,1.39,0.91,0.35,3776156.0,2625903.0
2021-02-25,0.8,1.5,0.93,0.47,3967022.0,3192445.0
2021-02-26,0.92,1.21,1.15,0.63,3925165.0,3626302.0
2021-03-01,0.97,1.39,2.13,0.38,3097625.0,2990243.0
2021-03-02,0.77,1.64,0.98,0.44,2606155.0,2006743.0
2021-03-03,0.83,1.25,1.33,0.48,3208784.0,2660637.0
2021-03-04,0.89,1.17,1.3,0.54,4096407.0,3652745.0
2021-03-05,0.95,1.44,1.26,0.6,3858630.0,3678221.0
2021-03-08,0.79,1.24,1.11,0.46,3112151.0,2453147.0
2021-03-09,0.92,1.8,1.4,0.42,2837696.0,2622901.0
2021-03-10,0.72,1.05,1.03,0.42,3102932.0,2235369.0
2021-03-11,0.74,1.29,0.95,0.44,3297112.0,2423593.0
2021-03-12,0.77,1.37,1.07,0.44,3330427.0,2568559.0
2021-03-15,0.75,1.33,0.96,0.38,3416891.0,2575973.0
2021-03-16,0.89,1.62,1.37,0.43,3036281.0,2717121.0
2021-03-17,0.73,1.07,0.97,0.44,3087727.0,2262377.0
2021-03-18,0.75,1.2,1.05,0.47,3278445.0,2450172.0
2021-03-19,0.82,1.39,1.13,0.51,3417614.0,2817026.0
