date,open_interest,lev_money_net,lev_money_cot_index,asset_mgr_net,asset_mgr_cot_index,dealer_net,dealer_cot_index
2018-07-03,2677808,-91524,75.5082800516428,478650,35.796828869454565,-419256,39.66363799349839
2018-07-10,2720946,-124150,70.94463506646281,530130,41.54303796761897,-396203,41.61319130367128
2018-07-17,2777242,-150118,67.31229481711709,527898,41.29390162909716,-350352,45.490733004306215
2018-07-24,2779106,-150784,67.21913636802344,514716,39.82252384487021,-354657,45.12666641859961
2018-07-31,2762632,-94440,75.10039711236783,481164,36.07744211096167,-382728,42.75274931584235
2018-08-07,2830470,-142598,68.36417400207858,513123,39.64471282907037,-361535,44.545005564594966
2018-08-14,2819606,-126911,70.55843314762257,480359,35.987587831163246,-362851,44.433713665224495
2018-08-21,2828985,-166028,65.08684297765735,494644,37.582082721747526,-320387,48.02482249111187
2018-08-28,2876521,-171710,64.2920587317862,584717,47.63605109973825,-404254,40.93233181899675
2018-09-04,2893316,-228074,56.40800043641796,635261,53.277783668845125,-431462,38.63139717000599
2018-09-11,2918387,-222047,57.25104243745026,655913,55.58296452151201,-468320,35.51437830450681
2018-09-18,3299237,-234534,55.504391455719656,720594,62.65230508535361,-495848,33.18638179548676
2018-09-25,2732088,-247721,53.65982618815489,806333,72.1840431641255,-557106,28.00589610275388
2018-10-02,2783452,-217539,57.881610438222374,803374,71.85150138287483,-563527,27.46288296760357
2018-10-09,2840595,-166742,64.9869704061065,718211,62.28061401665293,-532948,30.04889739834043
2018-10-16,2875182,-24449,82.94360537181926,518114,39.793080119081196,-488458,33.811341625538276
2018-10-23,2919850,-62258,76.5858514498571,440168,31.033262044946525,-421360,39.485706263805774
2018-10-30,2988190,-29018,81.92286695995634,359219,21.935957330360424,-405860,40.79651510897473
2018-11-06,2940426,-108226,67.02258260860594,405448,27.131318602897466,-364578,44.287664189378894
2018-11-13,2967052,-132955,60.04019510682708,475688,35.02511201791837,-403640,40.984256762927956
2018-11-20,3049639,-75876,70.57415517378202,442053,31.245104308433348,-472119,35.193103284971535
2018-11-27,3037661,-48787,75.5734446542169,445986,31.687107291082505,-436791,38.18073263220565
2018-12-04,3072144,-111993,63.90874345076284,483660,35.921030598563966,-407612,40.64835142531434
2018-12-11,3135184,-16928,81.45304019326132,379510,24.216324104053324,-421152,39.503296472824815
2018-12-18,3220465,47777,93.39438265077318,374002,23.59731763864992,-523446,30.85246550458529
2018-12-24,2808490,149057,100.0,536307,41.83766701542908,-760466,10.808084054137252
2018-12-31,2694884,10815,77.23827023894202,629391,52.29874142095024,-706456,15.375618617206607
2019-01-08,2628458,-56227,66.19971548249427,669531,56.8098016100012,-666628,18.74380537110267
2019-01-15,2655210,-114427,56.6170078242314,661473,55.904218077281406,-564650,27.367912752563267
2019-01-22,2676983,-142469,51.99985510682579,658306,54.32856570471186,-515721,31.505755719354983
2019-01-29,2694025,-104350,58.276199320319286,644572,52.74274319351445,-535181,29.86005635632351
2019-02-05,2653040,-185377,44.93499565320477,609362,48.67715337122957,-366487,44.12622328064163
2019-02-12,2645788,-178450,46.075535446139256,571119,44.26135241770385,-326303,47.52451635382029
2019-02-19,2628240,-196301,43.13634447693564,556735,42.600476416461426,-293631,50.287532262811254
2019-02-26,2699419,-218469,39.486353697410365,649854,53.35263940031106,-358725,44.78264252297721
2019-03-05,2623571,-192128,43.82343449511315,657414,54.22556922298853,-274811,51.87910790578414
2019-03-12,2879657,-172279,47.09159883031692,670910,55.13190948885952,-316339,48.36715502048244
2019-03-19,2498540,-203264,41.989877235965125,751185,64.53769579033211,-367872,44.009096167702346
2019-03-26,2504206,-142568,51.98355462472668,749451,64.3345237760468,-384454,43.25019207904643
2019-04-02,2527763,-177920,46.1628006533365,760473,65.62596664885689,-361263,45.24103237658653
2019-04-09,2558637,-188370,44.442194209541874,780337,67.95342275714032,-363095,45.08376363332003
2019-04-16,2621649,-188014,44.500810084564925,820326,72.63891622845252,-402601,41.69235589779249
2019-04-23,2682940,-132764,53.59779630654127,796856,69.8889466925377,-413446,40.7613627096237
2019-04-30,2638914,-85743,61.33986669827972,788919,68.95897190742669,-448850,37.722092738768204
2019-05-07,2642843,-65002,64.7549000237098,756732,65.18763533083997,-401023,41.8278199135537
2019-05-14,2660327,-111395,57.11623066993335,709133,59.610481520017245,-371906,44.32737995596131
2019-05-21,2653510,-123616,55.10402671303248,696353,58.11305456351996,-339413,47.116754014344764
2019-05-28,2695841,-99883,59.01169683079112,684505,56.72482963546207,-350917,46.12918871819965
2019-06-04,2714128,-68549,64.17088174082562,700083,58.55009701639437,-364079,44.999291775583
2019-06-11,2730040,-190501,44.09132221607524,787711,68.81743108086575,-352716,45.97475287260116
2019-06-18,3066008,-220876,39.09003793566743,788625,68.92452405725373,-314923,49.21910746554381
2019-06-25,2467541,-248044,34.61679048447009,910664,82.53275588629987,-378919,45.24840651164857
2019-07-02,2545506,-249288,33.96312432030981,900906,81.34232036110772,-370407,52.359589868651604
2019-07-09,2566398,-273276,29.986439351741335,907322,82.12504574844456,-360128,54.97660474775286
2019-07-16,2641285,-270972,30.36839208509058,957735,88.27522264243017,-411171,49.66330614730421
2019-07-23,2639816,-213781,39.84940717752845,894967,80.61778699524216,-406715,50.12715150442663
2019-07-30,2641389,-219687,38.87032174212885,892776,80.35049408320117,-385021,52.38537887817293
2019-08-06,2602448,-172383,46.7122887987056,774069,65.86873246309625,-311661,60.021755762935044
2019-08-13,2555212,-251461,33.602888517545956,745510,62.38465292180065,-259115,65.49150848630896
2019-08-20,2576472,-208858,40.66553274448953,656578,51.53531779919482,-249571,66.48498696215643
2019-08-27,2601022,-238459,35.75833532267049,702156,57.09564474807857,-231654,68.35004918467936
2019-09-03,2619124,-275063,29.690193894061167,703554,57.266194949371716,-205867,71.03433559045037
2019-09-10,2733454,-286982,27.714284766982306,761440,64.32804684640723,-243719,67.09414832433784
2019-09-17,2967550,-241744,35.21375427707488,714333,58.581188239599854,-258302,65.5761373631807
2019-09-24,2478195,-194538,43.0394750802366,814521,70.80370867390509,-360718,54.91518895764913
2019-10-01,2477294,-165424,47.86593856926872,766492,64.94436989142369,-352500,55.77063804760244
2019-10-08,2491160,-129519,49.14723927500278,705660,57.52311821398073,-356084,55.94391994811219
2019-10-15,2527826,-197914,36.66204826864838,758802,64.0062217884592,-333517,58.316189819433326
2019-10-22,2533853,-214280,21.816100412935935,782940,66.9509576674393,-301880,64.50611851571541
2019-10-29,2626285,-230748,18.27246885765868,835934,73.4160058558009,-342742,60.01839519524541
2019-11-05,2677630,-278791,7.934438082204161,864982,76.3901615776479,-353563,58.827878402478504
2019-11-12,2750302,-284638,6.6762638228098155,918071,83.02690877269744,-373727,56.609453061996874
2019-11-19,2794058,-290727,5.366015308109597,902670,81.10160327530706,-397253,54.02114347262119
2019-11-26,2887170,-298617,3.6682224388396483,901481,80.95296434040691,-427683,50.67326194559995
2019-12-03,2893602,-228341,18.790414033366257,845636,71.08376676133798,-455959,47.86494934050202
2019-12-10,2963845,-231381,15.018964693057896,891580,76.64016791818308,-489570,49.72983423347012
2019-12-17,3199738,-176808,27.209308559353456,874024,74.11275740544525,-572348,39.404911878063686
2019-12-24,2716155,-209606,19.882995215268252,1051430,99.65261781913668,-647471,32.413943495889
2019-12-31,2720284,-189331,24.411960489105912,1027871,96.26099875616161,-656808,31.157085090000592
2020-01-07,2709583,-190292,24.197295353315134,1031644,96.80417031372369,-631278,34.59369161268785
2020-01-14,2703002,-235957,13.996792308688914,1094018,100.0,-704719,26.456589860157
2020-01-21,2772927,-257716,9.13633581579453,1101072,100.0,-720379,24.492076436168738
2020-01-28,2741743,-228881,15.577406773679062,1050791,93.22224214231122,-752960,19.73910519090807
2020-02-04,2697443,-219482,17.6769256199824,1057760,94.16164657957843,-784027,15.275746554083957
2020-02-11,2779131,-283632,3.3473018312432705,1101979,100.0,-769430,17.414808280163303
2020-02-18,2839347,-241878,12.674178084945742,1124081,100.0,-782198,15.543770387542827
2020-02-25,2843780,-123693,39.073969004230754,886346,68.91792244875546,-741405,21.521625083162125
2020-03-03,3065867,-131096,37.420310315095364,657101,38.945849055123674,-690812,28.935583424433105
2020-03-10,3438566,-186449,25.05573251964599,549440,24.86997654478847,-614316,40.145398167062815
2020-03-17,4554164,-75926,49.744010150243255,343958,0.0,-798654,13.132288592354652
2020-03-24,3320161,-3446,65.93436295161212,341344,0.0,-422704,68.22444834569652
2020-03-31,3439568,-125420,38.68819721493765,481439,17.8980934847848,-277380,89.52039999882767
2020-04-07,3447518,-172824,28.09924185903135,454269,14.426940338836673,-331697,81.56072227220905
2020-04-14,3434258,-282170,3.6738787599905285,583918,30.990485948664748,-299845,86.22835220295369
2020-04-21,3389559,-241636,12.72823527834987,563241,28.34885791779359,-327324,82.20154688878402
2020-04-28,3327759,-329668,0.0,591658,31.979323834186964,-285753,88.29341062892547
2020-05-05,3245239,-302013,5.776802966212335,492526,19.314533489537354,-175247,100.0
2020-05-12,3249482,-329951,0.0,521290,22.989331026896647,-166238,100.0
2020-05-19,3213651,-360437,0.0,480781,17.814029488832137,-120420,100.0
2020-05-26,3202921,-417603,0.0,543704,25.852872676262905,-131846,98.51194701041481
2020-06-02,3215453,-392468,4.435640419299051,519860,22.80663875605727,-110761,100.0
2020-06-09,3277813,-417804,0.0,590329,31.809535003455824,-152402,94.64429947987674
2020-06-16,3493739,-452535,0.0,516916,22.430522640427117,-134456,96.95244293306307
2020-06-23,2603271,-351700,16.761359858508758,449006,13.754556128048117,226532,100.0
2020-06-30,2647722,-272379,29.94654184231173,395818,6.9594257074854005,200788,97.69070892473187
2020-07-07,2618026,-289567,27.089455976808203,435585,12.039931675645843,205071,98.0749030544465
2020-07-14,2625841,-317495,22.44710700940172,490279,19.0274638863373,194683,97.14307755375174
2020-07-21,2633214,-315853,22.720049468742936,500471,20.329561525774302,183242,96.11679573305011
2020-07-28,2647149,-264644,31.232296972034202,544934,26.010013580551323,97989,88.46942189682284
2020-08-04,2676398,-348736,17.25405258048644,612123,34.5938674165141,148473,92.9979431306574
2020-08-11,2694088,-363314,14.830815569355977,670649,42.070963810321985,127311,91.09966711547621
2020-08-18,2729290,-345949,17.717323368661816,679036,43.142460366636556,103967,89.00566110005283
2020-08-25,2746170,-370500,13.63631830210508,713612,47.559780615966794,103095,88.92744086164257
2020-09-01,2789621,-342502,18.290303062540726,686314,44.072274595426045,104814,89.08163878575638
2020-09-08,2706399,-246685,34.217542786473224,612773,34.67690935780473,54706,84.58684554463083
2020-09-15,2908148,-254884,32.85465897152888,624381,36.15991067242254,-28727,77.1027295454525
2020-09-22,2472951,-162380,48.23119323395258,657130,40.34381918830974,-226069,59.40073609550045
2020-09-29,2473492,-162739,48.171518238274444,591147,31.914040092649255,-212562,60.612342471885114
2020-10-06,2476190,-173708,46.34818947060466,587174,31.406462196114404,-180658,63.474198534088146
2020-10-13,2471530,-244247,34.62280083511749,666036,41.48162154082406,-192621,62.40109221287028
2020-10-20,2435244,-190619,43.53714810037367,632806,37.23626198838179,-219410,59.998062434461396
2020-10-27,2436946,-156666,49.18100639636165,604913,33.67274065235194,-238301,58.30349990715832
2020-11-03,2410740,-161748,48.33624782244444,556023,27.426709098969386,-212046,60.65862875975174
2020-11-10,2460742,-160262,48.5832590858921,634527,37.45613149755282,-224337,59.55610014702175
2020-11-17,2534850,-146687,50.83977180547614,655233,40.10146447657387,-238399,58.29470910054799
2020-11-24,2549321,-169762,47.00411574622003,690407,44.59518331189148,-223108,59.66634403808393
2020-12-01,2617521,-153527,49.70278860091224,702857,46.185755879688834,-250605,57.19980516702085
2020-12-08,2715113,-169642,47.02406281998431,752223,52.49259968546268,-270544,55.41123483025222
2020-12-15,2999769,-129970,53.61856540645488,749256,52.113545162679166,-295750,53.15020348923261
2020-12-21,2475909,-149107,50.43750581789651,753585,52.66660449167473,-408690,43.01924738137121
2020-12-29,2498905,-170422,46.894406840516496,771737,54.98564651983999,-408676,43.020503210886964
2021-01-05,2553480,-181018,45.13308022713068,786622,56.88730697539531,-378246,45.750138365502
2021-01-12,2578114,-189908,43.655334512427025,812425,60.18381653096762,-398545,43.929275269756666
2021-01-19,2599308,-201097,41.79543610952273,840572,63.77978810251719,-407724,43.10589961795872
2021-01-26,2617305,-235953,36.001476083458556,836503,63.25994555003788,-381040,44.394178874854596
2021-02-02,2640747,-190534,43.55127727762337,752616,52.542808120735316,-376020,44.573195242812844
2021-02-09,2619444,-230792,36.85936648093725,800847,58.70464792133245,-375407,44.629583125213294
2021-02-16,2636295,-288303,27.29956515379194,816352,60.68551761319575,-353523,46.64262132823359
2021-02-23,2652739,-210705,40.198340403462815,804205,59.133655365723094,-415448,40.94634136469713
2021-03-02,2767213,-138715,52.164922405883054,705081,46.46988707573553,-327649,49.02268669402353
2021-03-09,2779898,-101882,58.287510472213725,665179,41.37213393515319,-367135,45.39049758396781
2021-03-16,3063652,-143556,51.360224205109105,666501,41.54102846805504,-336545,48.20437249853511
2021-03-23,2540184,-201510,41.72678493065067,736397,50.47072005028509,-404779,41.9277480813862
2021-03-30,2564664,-199124,42.12339924733042,769064,54.6441525058864,-441892,38.513843547082956
2021-04-06,2611712,-255231,32.79697868322717,800659,58.68062963677455,-433883,39.250565488592265
2021-04-13,2643642,-268906,30.5238434021729,819541,61.09293415285083,-447775,37.9726854522023
2021-04-20,2687111,-247826,34.02787936009787,837714,63.41465907450395,-493638,33.21426021186484
2021-04-27,2713231,-247119,34.145400869692416,842429,64.01703254094288,-496105,29.511620330359563
2021-05-04,2705647,-257556,32.41050412904427,884080,69.33823238201337,-507796,28.371241901469585
2021-05-11,2655280,-224507,37.904094469341345,864580,66.84697414329463,-543126,24.925037993105644
2021-05-18,2619960,-203621,41.37588265801407,834076,62.94987971694196,-567872,22.51123210812477
2021-05-25,2735735,-182705,44.85265761512786,849974,64.98095784407789,-595527,19.81367283595367
2021-06-01,2767524,-207374,40.75203792603625,857779,65.97809992372918,-583844,20.953270918643057
2021-06-08,2816156,-187523,44.051782603492065,871703,67.75698606300712,-600895,19.29006053535651
2021-06-15,3117658,-234869,36.18166464979588,955306,78.43784055180731,-637558,15.71383144131894
2021-06-22,2563884,-171238,46.7587667389194,968216,80.08718126267188,-616056,17.8112069419598
2021-06-29,2571895,-189410,43.738114868548784,966654,79.88762508990888,-606210,18.77161802833827
2021-07-06,2610712,-180599,45.20272875969095,961371,79.21268574246521,-579245,21.40187244070832
2021-07-13,2632508,-197334,42.42094309764757,968155,80.07938809587384,-586319,20.711851312834938
2021-07-20,2667977,-176901,45.817431082860146,944576,77.06700973634823,-605003,18.889352761352573
2021-07-27,2666461,-202560,41.55224803521323,915460,73.34724179385924,-599122,19.46300476206269
2021-08-03,2697035,-204043,41.30573544860969,903943,71.87586635102213,-590219,20.33143254004639
2021-08-10,2696698,-204048,41.30490432053618,919525,73.86657331900753,-590242,20.32918904471969
2021-08-17,2716225,-174274,46.25410577268315,904932,72.00221785861662,-596628,19.706277690097213
2021-08-24,2744903,-177874,45.65569355975478,880783,68.91701810442076,-585292,20.812028256335925
2021-08-31,2776075,-195440,42.73577441189377,906726,72.23141361657875,-608269,18.570776424960933
2021-09-07,2827555,-159717,48.673852045904866,917305,73.58295315029186,-628510,16.596402994188374
2021-09-14,3051765,-134806,52.81469833375444,863523,66.7119351710728,-622091,17.222533276888292
2021-09-21,2453181,-125844,54.30441229271666,856074,65.76027452388222,-554362,23.829041754374327
2021-09-28,2457374,-43727,67.95436109522733,818561,60.96773245675112,-549586,24.294908436127688
2021-10-05,2437353,-42202,68.20785515764838,794681,57.916899290566306,-531601,26.049224238333334
2021-10-12,2403163,-21707,71.61464913097248,737482,50.60933621382405,-520045,27.176434325088326
2021-10-19,2386587,-94309,59.54633705235442,787309,56.97507591949786,-452291,33.78538138445121
2021-10-26,2404805,-70876,63.44150188167396,799255,58.50125904358679,-489018,30.20290952080891
2021-11-02,2431931,-37859,68.92977300230056,762720,53.8336631588899,-488219,30.28084659759302
2021-11-09,2437804,-36976,69.07655022008271,752563,52.536037008599315,-470634,31.996145089769072
2021-11-16,2454894,-43262,68.03165600606391,774633,55.35563030749792,-483406,30.75032238052412
2021-11-23,2455317,-2533,74.80185906727483,770652,54.84703035630103,-496518,29.47133495775401
2021-11-30,2510714,58122,84.88427372704425,681709,43.48395438059016,-478023,31.275397830247385
2021-12-07,2514383,16911,78.03394991954681,648940,39.29749072804786,-464295,32.61447191046308
2021-12-14,2754633,44689,82.65136504474793,584746,31.096268606185728,-449051,34.10142159569093
2021-12-21,2262123,-10465,86.5688710817633,668318,41.77316263317053,-486287,30.469300205035964
2021-12-28,2287852,-97267,69.57076863726532,736093,50.431881973127624,-454582,33.561909741256706
2022-01-04,2297290,-98875,69.25588017005543,731685,49.86872985434444,-455368,33.485240727048556
2022-01-11,2283672,-57767,77.3059020046724,729222,49.55406477526934,-488594,30.24426786944028
2022-01-18,2309982,-12990,86.07441002473284,723521,48.82572307173418,-549195,24.333047856681617
2022-01-25,2378857,107149,100.0,648105,39.190813772697595,-614374,17.975274730634247
2022-02-01,2283969,48829,89.57983433508907,634289,37.425725371357174,-514453,27.721896319302058
2022-02-08,2229911,58542,91.31527790681885,558497,27.74277950320478,-460065,33.02707996402604
2022-02-15,2270263,30528,86.3099534737459,517190,22.465528012601936,-408456,38.061190847319416
2022-02-22,2374165,73418,93.97320630927452,497480,19.94744083900467,-432364,35.729126226850546
2022-03-01,2387492,-23846,76.59482851037372,463645,15.624788402745752,-291358,49.48331327193309
2022-03-08,2435543,15942,83.70384002401356,417928,9.7841292796942,-292229,49.39835307934365
2022-03-15,2582759,-46920,72.47214499610494,441548,12.801745669362763,-257495,52.7864211957635
2022-03-22,2111687,-270293,32.56158832484044,514978,22.1829298985483,-89884,69.13574707418947
2022-03-29,2120049,-282408,30.396974006760956,559971,27.931093074685364,-89558,69.16754618186359
2022-04-05,2122357,-248763,36.40840188392021,533517,24.55141382098968,-117669,66.42550717625875
2022-04-12,2156967,-100759,62.852609686894745,477979,17.456054843453163,-193708,59.008414082907876
2022-04-19,2158797,-116483,60.043167215786056,473193,16.844610641888654,-157924,62.49890263815542
2022-04-26,2191696,-6720,79.65476947706206,359922,2.3734664389188196,-183661,59.988431367576226
2022-05-03,2208674,-83501,65.93613539068474,365946,3.1430735994337815,-104958,67.66537974572418
2022-05-10,2261956,-8652,79.30957468857427,277173,0.0,-125661,65.64594132186745
2022-05-17,2252109,-97523,63.430793090386715,307484,3.579019208697993,-89995,69.12491977065626
2022-05-24,2262171,-146369,54.70336832927152,290816,1.6109187774823241,-82520,69.8540557518343
2022-05-31,2260467,-203422,44.50958040608629,354619,9.144558795052118,-86154,69.49958349021543
2022-06-07,2267420,-231338,39.52176585358881,341381,7.5814610323671525,-28059,75.16636005563868
2022-06-14,2654399,-175912,49.42485402477112,206523,0.0,8142,78.69752415659207
2022-06-21,2262004,-204836,44.256937843497404,188135,0.0,90428,86.72397008933012
2022-06-28,2248771,-265565,33.40635072648137,195019,0.7355125188846365,128581,90.44553866322794
2022-07-05,2309241,-317976,24.041959391370845,205591,1.8650648648533144,136353,91.20364499710296
2022-07-12,2317580,-369516,14.833191586681055,223160,3.7422030758184768,171366,94.61892768726847
2022-07-19,2335319,-425568,4.8182545865166775,247528,6.345772085141664,241494,100.0
2022-07-26,2322824,-454343,0.0,295674,11.489872278956264,212833,97.2445267404254
2022-08-02,2310665,-505957,0.0,320914,14.186609056505398,286092,100.0
2022-08-09,2299388,-503600,0.38443597028898757,295919,11.516049002827087,339890,100.0
2022-08-16,2346224,-598669,0.0,376090,20.081820959756225,370427,100.0
2022-08-23,2329538,-513698,12.038655857459005,338348,16.04932335839888,333016,96.79996510079285
2022-08-30,2329953,-490807,15.281843194704583,326682,14.802883927064167,316908,95.422130716349
2022-09-06,2314290,-452569,20.699387094123413,271344,8.890363332927327,338069,97.23218493842599
2022-09-13,2603046,-525354,10.387238636589036,313478,13.392118776083237,392375,100.0
2022-09-20,2141022,-346646,35.70651357715445,283947,10.23691537759657,235697,86.84515658308908
2022-09-27,2233878,-286836,44.18036944368095,218119,3.2036036267049592,186120,82.68262149788124
2022-10-04,2261285,-340474,36.5809599641834,197432,0.993326538069504,191631,83.14533063426667
2022-10-11,2277794,-346985,35.658484198476096,180188,0.0,208096,84.52774869461616
2022-10-18,2336566,-413282,26.26555287623722,223363,4.574141348648628,226286,86.05499950043199
2022-10-25,2361824,-445837,21.65317404770068,279614,10.533609212061112,194260,83.36606413445851
2022-11-01,2336711,-395894,28.72907746756246,320832,14.90041773802751,55727,71.7346932778295
2022-11-08,2318895,-392104,29.266043087594817,322809,15.10986944494768,65321,72.54021522565782
2022-11-15,2343509,-471274,18.049270491826505,425048,25.941499725074767,32149,69.75506054008761
2022-11-22,2304077,-435987,23.048717941452328,454673,29.08009700252041,-17892,65.55356754537462
2022-11-29,2314527,-419340,25.40725796168417,481928,31.967606497770408,-61985,61.85147464923189
2022-12-06,2287691,-431367,23.703277615475944,463748,30.041540725484772,-28954,64.6247908321292
2022-12-13,2477140,-476530,17.3046026029373,488157,32.62753299367619,-9472,66.26051926527397
2022-12-20,1986847,-218488,53.86388559090304,443979,27.947129600494968,-192542,50.88977682323437
2022-12-27,1961310,-246774,49.8563369027143,446279,28.19080128785784,-155754,53.978534527706714
2023-01-03,2010996,-276214,45.68528997560278,436461,27.15064101545408,-115434,57.36384252608458
2023-01-10,2032566,-315325,40.14405980011844,463091,29.971935378268512,-114110,57.47500690579322
2023-01-17,2056472,-386243,30.09642712427283,529272,36.98342926581721,-109330,57.87634054250568
2023-01-24,2024437,-375173,31.66482010943331,531252,37.193198805373065,-122941,56.733547210017555
2023-01-31,2061419,-396262,28.676939380973565,573951,41.716910709158775,-140980,55.21897451699329
2023-02-07,2053086,-392326,29.234590220141737,563475,40.60703914532686,-133093,55.88117501756884
2023-02-14,2076347,-413387,26.250676520009407,564934,48.823899658387774,-93125,59.2369287397704
2023-02-21,2074486,-354815,34.54913306263088,545089,46.305588126310234,-101722,58.51511592077103
2023-02-28,2113159,-298918,42.46859672040101,498045,40.335749491134834,-107387,58.03947678855847
2023-03-07,2133169,-304190,41.721661958181855,522004,43.37612369103636,-76223,60.65603776230469
2023-03-14,2550984,-252269,49.077807593458935,491195,39.4664910383895,-65920,55.50244530469458
2023-03-21,2149005,-461699,19.405852500219602,476162,37.55881770698503,141461,75.63783275222758
2023-03-28,2142232,-450423,21.003431479503217,429156,31.593801235489096,186232,79.98481454618893
2023-04-04,2219512,-565812,4.655166062639378,491579,39.51522027136092,175343,78.92756130738601
2023-04-11,2248469,-530918,9.598933436098257,535180,45.04814549736811,164734,77.89749430302749
2023-04-18,2278321,-547296,7.2785052237262295,591465,52.190658199962435,123788,73.9218958903152
2023-04-25,2265794,-475066,17.5120215126279,584474,51.303506981985414,58477,67.58060961246993
2023-05-02,2276183,-467864,18.532397870272508,593082,52.39585395442802,79707,69.64190874552034
2023-05-09,2296259,-513303,12.094619292792192,596818,52.86994878354576,96241,71.24725588946077
2023-05-16,2306298,-501276,13.798599639000422,613038,54.92825128041135,82194,69.88338076360307
2023-05-23,2385936,-517901,11.443176569597261,627612,56.77767795052968,54547,67.19903139330422
2023-05-30,2494943,-530723,9.626560954807047,627896,56.81371727908145,75017,69.18653931857703
2023-06-06,2500232,-576131,3.193174444403515,666126,61.66506773870979,80904,69.75812989777005
2023-06-13,2907468,-538565,8.515509663964364,763619,74.03683625454933,-8624,61.06552562156956
2023-06-20,2223815,-380423,30.921002298042836,798530,78.46700878648983,-218564,40.68167540995385
2023-06-27,2187114,-315623,40.10183928434809,753961,72.81124528570051,-313122,31.500689850699025
2023-07-03,2211004,-292640,43.358061143240896,777057,75.74210561046054,-336646,29.216657782593625
2023-07-11,2209607,-307136,41.30427390630446,760123,73.59319719603872,-337372,29.146167760427133
2023-07-18,2280677,-385153,30.2508578698758,819787,81.16450176897267,-361826,26.771838556488625
2023-07-25,2243361,-403332,27.675264728301062,802306,78.94617957737542,-346400,28.269605886984884
2023-08-01,2241749,-382505,30.626025405982844,820352,81.23619972894363,-364521,26.5101710499615
2023-08-08,2221709,-327526,38.41542720644699,774350,75.39858989782088,-376497,25.34737696529774
2023-08-15,2220084,-296032,42.87748399729109,779527,76.05554624962565,-392778,23.766594526051694
2023-08-22,2232226,-331822,37.8067717173549,754982,72.94080920982503,-391411,23.899321606356917
2023-08-29,2267572,-353723,34.70384716740009,755407,72.9947413036085,-369415,26.034994509351577
2023-09-05,2259160,-335302,37.313726768090355,780139,76.13320846467384,-397752,23.283650489886234
2023-09-12,2520164,-250112,49.38341045425308,781298,76.28028445689748,-475285,15.755685078543943
2023-09-19,2097946,-320298,39.43948723325276,863681,86.73460841492941,-440596,19.123768245118857
2023-09-26,2137648,-283612,44.63714441966626,759498,73.51388529341597,-437394,19.43466225472919
2023-10-03,2138034,-262969,47.5618360540536,696137,65.47343495408794,-438081,19.367958886646026
2023-10-10,2073930,-284823,44.46557044450552,666922,61.76607937789013,-350931,27.829674357458206
2023-10-17,2112419,-260638,47.89209116231096,672170,62.43204556183283,-358906,27.055352144265694
2023-10-24,2158452,-195844,57.07207807111748,610714,54.63333790169892,-393976,23.65027628010754
2023-10-31,2174689,-231153,52.06951367066297,604196,53.80620993162679,-404472,22.6311808632212
2023-11-07,2177947,-272845,46.16260849114078,669718,62.12088910546326,-396534,23.401910609719273
2023-11-14,2192899,-291032,43.58588191290106,696990,65.58167983878745,-413307,21.77335807280668
2023-11-21,2240214,-311046,40.75030673629746,758423,73.37746882090485,-429676,20.18403138844954
2023-11-28,2279894,-318644,39.673825263736546,791257,77.5440720380494,-431849,19.973046790422288
2023-12-05,2314400,-353424,34.746209362753575,815718,80.64814955813753,-458717,17.36433340809548
2023-12-12,2670454,-366291,32.92321816672287,824914,81.8151131685676,-433443,19.818279441478232
2023-12-19,2156203,-307532,41.248168791388146,882370,89.10622465191592,-544902,8.996313352421954
2023-12-26,2155313,-354995,34.52363073766892,878373,88.59900917226291,-542577,9.222056192004722
2024-01-02,2221215,-389801,29.592331167524772,954923,98.31313100549727,-592826,4.343195139878031
2024-01-09,2209328,-312515,40.54217942869125,928061,94.90436888029359,-683910,0.0
2024-01-16,2217057,-298679,42.50245814076717,927303,94.80817940479272,-636704,4.386012998415847
2024-01-23,2271312,-392623,29.192511383954507,912254,92.89847568868112,-589327,8.787913981891414
2024-01-30,2308955,-429536,23.962692932172317,969492,100.0,-609072,6.953362724557158
2024-02-06,2297385,-411091,26.57597284285751,916018,93.22517052998592,-570000,10.583627942413022
2024-02-13,2338964,-379467,31.056447979507467,937840,95.98988475923092,-572008,10.397060258202986
2024-02-20,2322953,-417264,25.701384776245433,945299,96.93489453999979,-558349,11.666147906920566
2024-02-27,2344340,-434245,23.295523775250842,940242,96.29420350080578,-574414,10.173513521046933
2024-03-05,2377697,-406861,27.175277479463546,918166,93.49730902161905,-539148,13.45015493108238
2024-03-12,2678339,-494000,14.829460285796056,913797,92.94378338384197,-495521,17.5036351895641
2024-03-19,2094749,-432870,23.490333202043587,946828,97.12860950913716,-623083,5.651569983786822
2024-03-26,2110848,-456511,20.14088617745651,952631,97.86381419579781,-595394,8.224215704948039
2024-04-02,2089222,-368463,32.615490112181895,934377,95.5511437925058,-661693,2.0642301992501983
2024-04-09,2091937,-340973,36.51026185220553,944641,96.8515299555051,-726863,0.0
2024-04-16,2100522,-200928,56.35177907052527,863024,86.51115413072783,-725861,0.08952519482004721
2024-04-23,2067890,-206322,55.58755939916522,841723,83.81244742203258,-696651,2.6993365128775113
2024-04-30,2006204,-195890,57.06556081029387,824848,81.67448790326668,-683192,3.9018510808246325
2024-05-07,2030975,-260250,47.947062840562296,862580,86.45490204027853,-649116,6.946422476720769
